ctry,isic,year,rca
aus,c64,1995,1.257855
kor,c23,1995,1.258094
pol,c23,1995,1.258257
arg,c10t14,1995,1.258461
kor,c34,2008,1.25914
aut,c31,2005,1.259468
cze,c29,2005,1.25961
aut,c29,1995,1.259736
chn,c29,2005,1.260121
fra,c31,2005,1.260216
twn,c23,2005,1.260799
tha,c28,2008,1.261259
arg,c17t19,2000,1.261282
che,c303233,2008,1.26264
esp,c23,2000,1.262811
mex,c27,2000,1.262916
isr,c24,2005,1.263187
bel,c34,2000,1.263658
che,c15t16,2008,1.263689
prt,c75,2000,1.263833
chl,c23,2000,1.263931
est,c71,2005,1.263973
fra,c15t16,1995,1.26698
est,c26,2000,1.26713
brn,c64,2005,1.267257
gbr,c64,1995,1.267389
svn,c34,2005,1.267606
fra,c60t63,2005,1.269382
rou,c50t52,2000,1.270473
ltu,c17t19,2005,1.270528
grc,c73t74,2005,1.270672
hun,c26,1995,1.271849
mlt,c50t52,2005,1.271903
bra,c35,2005,1.272393
chl,c75,2000,1.272868
gbr,c70,2005,1.27291
hun,c90t93,2008,1.272913
dnk,c26,1995,1.273145
jpn,c26,2008,1.273638
tur,c01t05,2008,1.273948
tha,c26,2000,1.27414
khm,c80,2000,1.275067
khm,c20,1995,1.275949
bel,c34,2005,1.276724
svn,c24,2000,1.277268
bra,c10t14,2005,1.278611
grc,c27,2005,1.27867
arg,c23,2000,1.27971
irl,c50t52,2008,1.279768
isl,c303233,2005,1.282154
nld,c50t52,2005,1.282258
aut,c25,1995,1.282663
ltu,c50t52,2008,1.282721
vnm,c85,2005,1.282894
tha,c60t63,1995,1.283217
row,c21t22,2000,1.283795
lva,c72,2008,1.283862
svn,c26,1995,1.28505
lux,c26,2005,1.285487
bel,c15t16,2008,1.285594
aus,c72,2005,1.286025
nzl,c40t41,2008,1.287124
cze,c73t74,2000,1.288689
jpn,c60t63,2008,1.28983
che,c303233,1995,1.290513
mlt,c73t74,2005,1.290766
est,c64,1995,1.290964
lva,c72,2000,1.292802
prt,c34,2005,1.29299
swe,c75,2008,1.293001
deu,c70,2005,1.293344
nzl,c60t63,2008,1.293881
svn,c24,2005,1.294194
hun,c60t63,1995,1.29474
rou,c26,2005,1.295409
cze,c90t93,2008,1.296609
swe,c28,1995,1.296677
cze,c25,1995,1.297036
mys,c26,2000,1.297183
isr,c55,2005,1.297696
usa,c28,2008,1.298209
ltu,c70,2008,1.298812
isr,c75,2008,1.29886
grc,c26,1995,1.299092
zaf,c64,1995,1.299115
bra,c20,2000,1.299645
rus,c20,2008,1.300719
fin,c73t74,1995,1.301055
jpn,c60t63,2005,1.301779
aut,c25,2000,1.302466
nld,c45,1995,1.30281
gbr,c24,2008,1.303113
aus,c15t16,2008,1.303266
kor,c34,2005,1.303712
fra,c15t16,2000,1.303773
lva,c17t19,2005,1.304006
bel,c34,2008,1.304485
cze,c20,1995,1.304771
rou,c50t52,2008,1.304912
fra,c34,2008,1.305058
deu,c72,2000,1.305084
pol,c27,2000,1.305151
fin,c29,2000,1.30641
prt,c60t63,2000,1.306778
can,c72,2005,1.307096
ltu,c24,2008,1.307596
arg,c60t63,1995,1.308581
rus,c20,2000,1.308814
fra,c24,1995,1.308932
ita,c45,2005,1.309203
isr,c24,2008,1.310353
mex,c01t05,1995,1.310798
est,c15t16,2005,1.31095
kor,c60t63,2005,1.311052
bel,c73t74,1995,1.311405
bra,c21t22,2008,1.311627
deu,c45,1995,1.312692
cyp,c71,2008,1.312975
esp,c45,2008,1.314284
grc,c73t74,2000,1.314551
tha,c31,2000,1.314928
bra,c34,2005,1.316695
svk,c21t22,2008,1.316695
can,c55,2005,1.317209
ita,c45,2000,1.317824
esp,c23,2008,1.317847
aut,c80,2008,1.317992
mlt,c73t74,2000,1.318254
pol,c64,2000,1.318499
tur,c25,2008,1.31895
row,c25,1995,1.318957
lva,c28,2000,1.320187
isr,c25,2008,1.320669
prt,c65t67,1995,1.320913
cze,c71,1995,1.321477
swe,c27,2000,1.321949
lva,c28,2005,1.322565
isr,c60t63,2005,1.322776
nzl,c40t41,1995,1.323412
khm,c26,2008,1.323617
nor,c40t41,2008,1.324467
cze,c36t37,2005,1.324656
jpn,c35,1995,1.326492
dnk,c31,2005,1.327255
usa,c01t05,2005,1.327619
ind,c27,2005,1.328098
isr,c35,2000,1.328117
aut,c71,2008,1.32926
lva,c65t67,2008,1.330085
est,c27,2008,1.331128
nld,c50t52,2000,1.331736
cyp,c85,2005,1.332149
mys,c29,1995,1.332287
mex,c27,2005,1.333597
pol,c70,2005,1.333601
usa,c50t52,1995,1.333818
mys,c303233,2000,1.334083
mlt,c36t37,2005,1.334093
usa,c90t93,2000,1.334302
bel,c28,2000,1.33432
nzl,c71,2000,1.334421
lva,c17t19,2008,1.334544
usa,c50t52,2000,1.334808
fin,c35,1995,1.335481
tur,c65t67,2005,1.335776
bel,c60t63,2008,1.338092
cyp,c71,2005,1.338807
bra,c23,2005,1.341463
kor,c60t63,2000,1.342213
usa,c50t52,2005,1.342672
cze,c36t37,1995,1.34268
usa,c90t93,2005,1.34309
swe,c34,2000,1.344117
usa,c60t63,1995,1.345206
nzl,c60t63,2000,1.345474
sgp,c65t67,2000,1.345521
svn,c31,2000,1.346337
swe,c31,2008,1.3464
pol,c15t16,2000,1.347161
svn,c17t19,2000,1.347671
gbr,c64,2000,1.348106
prt,c21t22,2005,1.348169
svk,c20,1995,1.34831
fra,c01t05,2000,1.349892
chl,c60t63,2005,1.351919
kor,c34,1995,1.352124
jpn,c27,2005,1.352285
deu,c21t22,2000,1.352805
dnk,c29,2000,1.353811
fin,c27,2008,1.354231
fra,c34,2000,1.354489
deu,c27,2000,1.355741
can,c25,2000,1.355947
fra,c28,2008,1.356103
rus,c01t05,2008,1.35615
nzl,c50t52,1995,1.356154
rou,c36t37,2008,1.357638
bgr,c60t63,1995,1.357664
grc,c60t63,1995,1.358084
ita,c45,1995,1.358196
ltu,c25,2005,1.358285
tur,c26,1995,1.35923
zaf,c70,2005,1.359523
hun,c64,2005,1.360131
che,c36t37,1995,1.36029
tha,c64,2008,1.361212
che,c64,2008,1.361248
pol,c40t41,2008,1.361301
cze,c64,2000,1.361977
svn,c24,2008,1.362882
ita,c90t93,2008,1.363151
mys,c45,1995,1.363441
phl,c17t19,2008,1.363609
row,c21t22,2005,1.364753
isr,c60t63,2008,1.364972
svn,c34,2008,1.365051
cze,c29,2000,1.365113
aut,c50t52,2005,1.365282
vnm,c20,1995,1.366101
hun,c27,2000,1.366171
dnk,c29,2008,1.366514
deu,c40t41,2008,1.366751
lva,c70,2008,1.367589
ita,c31,2005,1.367841
est,c73t74,2008,1.369571
swe,c27,1995,1.370557
fra,c01t05,2005,1.372292
lva,c50t52,2005,1.3723
phl,c303233,1995,1.372533
cyp,c50t52,1995,1.373929
brn,c17t19,2000,1.374951
gbr,c24,1995,1.37496
che,c50t52,2008,1.375077
nzl,c60t63,1995,1.37594
deu,c25,1995,1.376243
est,c17t19,2005,1.376625
mys,c10t14,1995,1.377279
twn,c50t52,2008,1.378131
bgr,c50t52,1995,1.378419
ita,c25,1995,1.380071
isr,c50t52,2008,1.380323
aut,c65t67,2008,1.38119
pol,c15t16,1995,1.381359
che,c21t22,2008,1.381657
gbr,c24,2005,1.382316
tha,c70,1995,1.383315
fra,c75,1995,1.383351
isr,c65t67,2000,1.383531
gbr,c75,2000,1.384563
chl,c60t63,1995,1.38526
bel,c50t52,1995,1.386041
mex,c10t14,2000,1.38675
nld,c72,2000,1.388173
prt,c73t74,2008,1.388363
esp,c65t67,2000,1.388976
lux,c27,2000,1.389558
swe,c73t74,1995,1.389603
mex,c10t14,1995,1.389871
swe,c27,2005,1.389908
deu,c31,1995,1.390252
hkg,c23,2005,1.390486
can,c55,2000,1.390572
row,c23,1995,1.39078
dnk,c29,1995,1.391615
svn,c36t37,2005,1.394086
rou,c24,1995,1.394607
nor,c21t22,1995,1.394621
prt,c64,2000,1.394712
chn,c25,2005,1.394772
ita,c15t16,2008,1.3949
vnm,c64,1995,1.395116
row,c15t16,2005,1.39575
svn,c17t19,2005,1.397222
aut,c34,2005,1.398494
ita,c35,2008,1.398882
gbr,c34,2008,1.400201
mys,c31,2005,1.400298
deu,c26,2008,1.400623
dnk,c01t05,1995,1.400887
svk,c21t22,2005,1.401001
aut,c29,2005,1.401631
svk,c01t05,1995,1.402077
nzl,c71,2005,1.402853
idn,c23,2000,1.402959
bra,c45,2008,1.40351
nzl,c50t52,2000,1.404264
ita,c72,1995,1.404782
deu,c72,2005,1.406849
mys,c64,2005,1.406911
chn,c26,2005,1.407134
cze,c17t19,1995,1.407375
mys,c29,2005,1.40746
usa,c01t05,1995,1.408069
prt,c73t74,1995,1.409248
ita,c25,2008,1.40926
deu,c24,2008,1.409368
dnk,c36t37,2000,1.409965
nor,c70,2000,1.411184
est,c15t16,2000,1.412641
esp,c50t52,2000,1.412681
mys,c29,2008,1.4136
zaf,c01t05,2000,1.41424
aus,c64,2008,1.414431
fin,c60t63,2000,1.416317
deu,c21t22,2005,1.41674
isr,c55,2000,1.417691
bra,c20,2008,1.417772
mys,c26,2005,1.418043
nld,c60t63,1995,1.418139
tha,c25,1995,1.418272
fin,c28,1995,1.418724
swe,c29,2000,1.41874
phl,c17t19,2000,1.419353
usa,c21t22,2005,1.420419
dnk,c90t93,2008,1.422097
che,c90t93,2000,1.422858
chn,c25,1995,1.424135
rou,c25,2008,1.424154
tur,c60t63,2008,1.424181
bra,c26,1995,1.425639
arg,c60t63,2005,1.425799
prt,c21t22,1995,1.425925
grc,c80,2005,1.426077
swe,c64,2000,1.428049
row,c70,2005,1.428762
fin,c27,2000,1.428931
rou,c55,2008,1.430784
ltu,c26,2000,1.431184
row,c80,1995,1.431273
lva,c64,2005,1.432623
che,c80,2005,1.432812
mex,c10t14,2008,1.434613
aut,c65t67,1995,1.435189
ita,c72,2008,1.435438
arg,c17t19,2005,1.436006
isr,c35,2005,1.436618
pol,c50t52,1995,1.436693
fin,c29,2005,1.436848
mex,c27,2008,1.438462
nld,c50t52,2008,1.438971
ltu,c26,2005,1.440444
can,c28,2000,1.44045
zaf,c23,2000,1.441427
swe,c34,2008,1.442353
hun,c75,2005,1.442835
bra,c10t14,1995,1.443396
est,c31,2005,1.445285
nld,c60t63,2000,1.446625
deu,c25,2005,1.446974
mys,c26,2008,1.447098
sgp,c72,1995,1.447222
esp,c90t93,1995,1.447861
deu,c45,2005,1.448222
swe,c29,1995,1.448518
ltu,c60t63,2000,1.449312
aus,c60t63,2008,1.449749
nld,c73t74,1995,1.449969
tur,c27,2000,1.450643
bel,c23,1995,1.450648
lva,c50t52,2000,1.451687
bra,c10t14,2008,1.452772
mys,c29,2000,1.452944
chn,c26,2008,1.453467
aut,c27,2008,1.453573
aut,c29,2000,1.453735
prt,c25,2008,1.45429
grc,c73t74,1995,1.455504
vnm,c80,1995,1.456123
cyp,c85,2008,1.456738
cze,c36t37,2000,1.457078
bra,c20,1995,1.457696
ita,c50t52,2000,1.458516
fra,c24,2000,1.460937
hun,c73t74,2000,1.461889
bgr,c26,1995,1.462739
pol,c17t19,2000,1.462813
bel,c28,2005,1.463032
ita,c25,2000,1.463166
usa,c75,2008,1.463688
lva,c36t37,2008,1.46387
nor,c85,2008,1.466576
nld,c72,2005,1.466611
twn,c24,2008,1.467092
bra,c21t22,1995,1.469057
fin,c60t63,2005,1.470324
tha,c64,2005,1.470479
aut,c50t52,2000,1.470946
esp,c45,2000,1.471207
chl,c60t63,2000,1.471831
bra,c26,2005,1.472056
svk,c28,1995,1.472888
nzl,c28,2008,1.475084
hkg,c60t63,1995,1.475303
aut,c80,2005,1.47663
irl,c15t16,2000,1.477394
kor,c70,2005,1.478218
mlt,c60t63,1995,1.478586
isr,c65t67,1995,1.480744
fra,c24,2005,1.481183
deu,c24,2000,1.481456
irl,c303233,2005,1.48199
mys,c64,1995,1.482032
nor,c72,2000,1.482119
jpn,c27,2008,1.483081
khm,c70,2008,1.48333
lux,c26,2000,1.484321
aut,c27,2000,1.484585
swe,c29,2005,1.484621
arg,c60t63,2008,1.485583
gbr,c75,1995,1.486197
brn,c64,1995,1.486367
svn,c26,2000,1.486973
can,c80,2000,1.488769
swe,c72,1995,1.488818
mex,c17t19,2000,1.490141
mex,c27,1995,1.490752
usa,c303233,2000,1.491896
phl,c36t37,1995,1.492829
swe,c28,2008,1.49334
ita,c50t52,2005,1.49368
deu,c25,2000,1.493945
deu,c25,2008,1.494471
grc,c23,2005,1.497234
mlt,c21t22,2005,1.497987
hkg,c73t74,2000,1.498629
pol,c26,1995,1.499442
esp,c50t52,2005,1.500062
chn,c25,2008,1.500266
ita,c25,2005,1.500331
bra,c34,2008,1.50098
isr,c303233,2005,1.50118
mlt,c65t67,2005,1.50136
prt,c90t93,1995,1.504145
pol,c10t14,1995,1.504411
bel,c28,1995,1.505627
bgr,c50t52,2000,1.506781
aut,c73t74,2005,1.506957
cze,c85,2005,1.50706
bel,c50t52,2005,1.507118
mys,c64,2000,1.508904
irl,c73t74,2005,1.509409
ita,c36t37,2005,1.510458
chn,c26,2000,1.511019
aut,c73t74,2008,1.511113
irl,c73t74,2000,1.511795
deu,c21t22,2008,1.513395
pol,c27,1995,1.514105
aut,c75,2000,1.515765
kor,c27,1995,1.516247
esp,c65t67,2008,1.51673
svk,c21t22,1995,1.516789
fra,c73t74,2005,1.517216
irl,c73t74,1995,1.517632
idn,c80,2008,1.517844
khm,c90t93,2008,1.519407
zaf,c01t05,1995,1.520429
mys,c31,2008,1.520866
prt,c31,2000,1.521344
nzl,c40t41,2000,1.522488
rou,c28,2000,1.524053
zaf,c64,2000,1.524379
usa,c01t05,2008,1.52455
prt,c21t22,2008,1.525612
aut,c27,2005,1.525619
nzl,c60t63,2005,1.526569
svn,c29,2000,1.528553
svn,c75,1995,1.529327
hun,c23,1995,1.53019
can,c72,2000,1.530629
ltu,c25,2008,1.530648
svn,c60t63,2000,1.531974
mlt,c36t37,1995,1.532701
svn,c21t22,2000,1.532916
row,c15t16,2000,1.53407
zaf,c85,2005,1.535614
mys,c10t14,2008,1.537044
prt,c55,2008,1.5372
row,c25,2005,1.537347
rou,c01t05,1995,1.537355
grc,c01t05,1995,1.537559
swe,c34,2005,1.537674
esp,c01t05,2008,1.540768
phl,c20,1995,1.541142
nld,c28,1995,1.541416
usa,c73t74,2000,1.542483
khm,c50t52,2000,1.543643
nzl,c64,2000,1.54448
nor,c27,2000,1.544664
svk,c70,2005,1.545709
zaf,c36t37,1995,1.546065
deu,c31,2000,1.546582
deu,c24,1995,1.546714
lva,c15t16,2000,1.547344
swe,c34,1995,1.547398
fin,c29,2008,1.547606
ltu,c45,1995,1.548033
fra,c24,2008,1.548449
row,c25,2000,1.551741
dnk,c75,1995,1.551938
bra,c90t93,2008,1.551994
arg,c60t63,2000,1.552173
tha,c26,2005,1.553957
ita,c50t52,1995,1.555095
ltu,c60t63,2008,1.555883
row,c55,2008,1.556204
pol,c15t16,2008,1.556632
svn,c29,2008,1.556797
rou,c64,1995,1.556874
tha,c64,2000,1.557162
khm,c90t93,2000,1.558303
fra,c34,2005,1.559012
lva,c36t37,2005,1.55933
nor,c85,2005,1.559486
che,c31,2005,1.560034
can,c27,2008,1.560628
nld,c64,2000,1.560659
khm,c80,2005,1.563728
cze,c29,2008,1.56422
swe,c29,2008,1.564233
usa,c90t93,1995,1.564893
usa,c75,2005,1.565309
usa,c65t67,2008,1.565921
deu,c72,2008,1.566852
isr,c60t63,2000,1.568755
nzl,c64,2005,1.569182
dnk,c73t74,2008,1.569744
ltu,c50t52,2000,1.570305
tur,c90t93,2008,1.570772
sgp,c35,2008,1.571041
mex,c36t37,2005,1.571086
usa,c73t74,2005,1.572084
khm,c64,1995,1.573775
nld,c28,2000,1.574463
tur,c27,1995,1.575181
pol,c50t52,2005,1.575927
mlt,c36t37,2000,1.578173
isl,c71,2000,1.578887
fra,c31,2008,1.579453
twn,c23,2008,1.579825
hkg,c73t74,1995,1.579878
nld,c73t74,2000,1.579979
che,c29,2008,1.580117
che,c64,2005,1.58058
nzl,c75,2008,1.580626
mlt,c60t63,2000,1.580662
sgp,c60t63,1995,1.580679
can,c80,2008,1.581686
tha,c25,2000,1.581807
arg,c10t14,2000,1.582203
hkg,c45,2008,1.582626
lux,c28,2000,1.583203
aut,c28,2005,1.58356
svn,c20,2005,1.583936
svk,c303233,2008,1.584471
pol,c34,2005,1.584742
irl,c45,2008,1.584998
fra,c15t16,2008,1.585375
rou,c28,2005,1.585635
swe,c73t74,2008,1.586399
arg,c17t19,2008,1.586548
prt,c21t22,2000,1.58948
grc,c01t05,2008,1.589677
svk,c21t22,2000,1.590624
fra,c01t05,1995,1.591526
svn,c29,2005,1.592088
nld,c28,2008,1.592146
esp,c50t52,1995,1.592587
aut,c65t67,2000,1.592703
bgr,c26,2000,1.593882
idn,c36t37,2000,1.594775
tur,c34,2005,1.597185
lva,c28,2008,1.597292
ltu,c15t16,2000,1.598811
nld,c72,1995,1.600659
bgr,c60t63,2008,1.602179
usa,c50t52,2008,1.60383
aut,c65t67,2005,1.604946
lva,c36t37,2000,1.605319
grc,c23,1995,1.606138
can,c40t41,2008,1.607431
cze,c25,2000,1.60888
svn,c25,1995,1.608953
svk,c25,2000,1.610352
est,c26,1995,1.610622
vnm,c50t52,1995,1.610959
svn,c21t22,2005,1.611056
tur,c75,2008,1.61216
esp,c01t05,2005,1.612664
nzl,c75,1995,1.613004
zaf,c85,2000,1.613183
prt,c31,2008,1.613285
fra,c50t52,2008,1.614154
fin,c27,2005,1.614942
deu,c45,2000,1.615052
jpn,c35,2005,1.616672
che,c29,2005,1.616749
tha,c31,2005,1.616968
usa,c73t74,2008,1.618034
isr,c28,2008,1.618624
est,c21t22,2008,1.618784
tha,c25,2005,1.619504
deu,c28,2005,1.620157
svn,c21t22,2008,1.620763
prt,c90t93,2008,1.621592
phl,c17t19,2005,1.623504
usa,c65t67,2000,1.623527
isl,c71,2005,1.625563
pol,c31,2005,1.629852
hun,c26,2008,1.630967
svk,c25,2008,1.631525
row,c80,2005,1.631792
esp,c26,2008,1.6321
jpn,c35,2000,1.633462
can,c85,2008,1.634611
sgp,c72,2005,1.63472
hun,c01t05,2008,1.635359
mlt,c50t52,2008,1.635988
idn,c15t16,2000,1.636728
cze,c27,1995,1.638903
idn,c10t14,2008,1.639167
est,c01t05,2005,1.641382
fin,c29,1995,1.64157
aut,c26,1995,1.64436
swe,c64,2005,1.645128
sgp,c65t67,2005,1.64528
nor,c60t63,2008,1.645931
twn,c25,2000,1.646764
che,c80,1995,1.647872
hkg,c303233,2000,1.648588
bel,c72,1995,1.653125
svn,c26,2005,1.653375
idn,c21t22,2008,1.656436
mex,c10t14,2005,1.656909
mys,c25,1995,1.65739
aut,c26,2008,1.659618
fra,c01t05,2008,1.661227
sgp,c24,2005,1.662099
bel,c27,2005,1.663416
lva,c70,2005,1.664597
isr,c01t05,2008,1.665157
hun,c25,2008,1.668321
bel,c24,1995,1.669534
bel,c34,1995,1.672801
sau,c55,2005,1.67335
bel,c26,2000,1.673817
aut,c50t52,1995,1.67509
aus,c60t63,1995,1.67616
aut,c29,2008,1.676391
nzl,c50t52,2008,1.67671
fin,c64,2008,1.679186
kor,c55,2008,1.679629
jpn,c29,1995,1.679956
nzl,c21t22,1995,1.681976
usa,c72,1995,1.682105
cyp,c72,1995,1.682951
can,c40t41,2005,1.683074
idn,c90t93,2008,1.683464
bel,c73t74,2000,1.683997
nld,c64,2005,1.684191
rou,c64,2000,1.684321
gbr,c50t52,2000,1.685328
est,c28,2000,1.687149
est,c26,2005,1.687698
nzl,c64,1995,1.688099
est,c36t37,2000,1.69032
svk,c20,2005,1.690383
fra,c90t93,2008,1.69068
fin,c31,2008,1.69129
kor,c23,2005,1.69148
swe,c73t74,2005,1.691816
deu,c28,2000,1.692579
usa,c75,2000,1.693166
mys,c303233,2005,1.694197
mlt,c73t74,1995,1.694951
esp,c90t93,2005,1.69579
sau,c55,1995,1.69582
gbr,c75,2008,1.696251
twn,c17t19,2000,1.69657
che,c28,2005,1.698617
khm,c15t16,1995,1.698757
svk,c34,2000,1.698958
pol,c36t37,1995,1.700029
fin,c60t63,2008,1.700729
dnk,c72,2005,1.701528
brn,c17t19,1995,1.702289
rus,c01t05,2005,1.702363
phl,c55,2008,1.704371
rou,c01t05,2008,1.70441
deu,c28,1995,1.70612
che,c28,1995,1.706318
hun,c40t41,2000,1.706713
mys,c25,2005,1.707503
can,c80,1995,1.70751
nzl,c50t52,2005,1.708597
esp,c45,1995,1.708749
tha,c17t19,1995,1.709469
pol,c27,2008,1.709722
lva,c26,2005,1.711951
bel,c73t74,2005,1.712229
kor,c60t63,2008,1.713515
chn,c26,1995,1.714113
esp,c26,2005,1.714657
ltu,c26,2008,1.717793
bel,c26,1995,1.717998
aut,c26,2000,1.718753
fin,c64,2000,1.720256
sau,c23,2008,1.72049
chn,c28,2005,1.72119
zaf,c40t41,2000,1.721527
sgp,c50t52,2000,1.723104
fin,c85,2008,1.723363
aut,c26,2005,1.723662
cze,c90t93,2005,1.723736
nld,c72,2008,1.724328
svn,c60t63,2005,1.72526
lva,c71,1995,1.725353
twn,c28,2005,1.72561
mlt,c64,2000,1.726929
fin,c72,2000,1.727466
pol,c26,2000,1.728283
deu,c70,2008,1.728879
svn,c64,2008,1.731855
pol,c01t05,1995,1.731861
svk,c31,2000,1.73197
sgp,c65t67,2008,1.732658
sgp,c24,2008,1.733899
khm,c70,2000,1.734024
bel,c64,2005,1.734862
lva,c40t41,1995,1.736421
pol,c15t16,2005,1.736685
vnm,c10t14,2008,1.736764
idn,c25,2000,1.739615
cze,c25,2008,1.742331
aut,c70,2000,1.742422
aut,c50t52,2008,1.742595
bgr,c50t52,2005,1.743603
idn,c15t16,2005,1.744417
nor,c80,2008,1.745284
dnk,c50t52,2005,1.74658
can,c75,2000,1.746597
cyp,c64,2000,1.748704
usa,c21t22,2008,1.750753
ind,c64,2008,1.751424
lva,c65t67,2000,1.751748
fin,c75,2008,1.752042
isr,c75,1995,1.752264
mys,c23,2008,1.754091
mys,c10t14,2000,1.754526
nor,c27,1995,1.754695
tur,c01t05,2000,1.755046
fin,c303233,2000,1.755124
esp,c01t05,2000,1.755359
svn,c64,2005,1.755563
ltu,c26,1995,1.757635
svk,c40t41,2005,1.759765
zaf,c40t41,2008,1.760185
est,c64,2000,1.760889
bel,c26,2005,1.761288
idn,c23,1995,1.761965
est,c73t74,1995,1.762322
mys,c10t14,2005,1.76289
tur,c26,2000,1.762964
can,c20,2008,1.763858
ind,c01t05,2008,1.763957
est,c15t16,2008,1.764483
ltu,c70,2000,1.76589
sgp,c60t63,2005,1.765921
lva,c50t52,2008,1.76616
nld,c90t93,2000,1.766227
aus,c60t63,2005,1.766263
chl,c21t22,1995,1.766354
esp,c60t63,1995,1.766514
lva,c26,2008,1.766644
dnk,c73t74,2000,1.7668
sgp,c60t63,2000,1.768034
ita,c36t37,2008,1.76846
idn,c55,2000,1.769155
fra,c73t74,2000,1.770988
chl,c75,1995,1.771107
est,c36t37,2008,1.7712
tha,c26,2008,1.771406
tha,c25,2008,1.771876
sau,c64,2000,1.773141
svk,c20,2008,1.773904
idn,c50t52,2005,1.773951
can,c27,1995,1.774595
lux,c70,2000,1.774871
tur,c64,1995,1.775414
aut,c73t74,2000,1.775779
esp,c26,2000,1.776601
rou,c01t05,2000,1.779865
usa,c65t67,2005,1.779875
esp,c01t05,1995,1.780921
twn,c36t37,1995,1.781266
rou,c40t41,2008,1.783804
ind,c17t19,2008,1.784327
svk,c25,1995,1.785739
isl,c303233,1995,1.78619
hun,c90t93,2000,1.787189
arg,c23,1995,1.787607
fra,c50t52,1995,1.788374
cyp,c50t52,2008,1.788463
bel,c24,2005,1.788666
nzl,c90t93,2008,1.789472
chn,c25,2000,1.790102
jpn,c31,1995,1.790663
jpn,c29,2008,1.79186
nor,c35,1995,1.792359
est,c01t05,1995,1.792456
bel,c27,1995,1.794791
grc,c01t05,2000,1.796441
pol,c26,2008,1.798768
brn,c64,2000,1.799557
mys,c25,2008,1.799992
bgr,c60t63,2005,1.801413
bel,c15t16,1995,1.801554
chl,c64,1995,1.803204
cze,c27,2008,1.803802
pol,c65t67,1995,1.804517
can,c55,2008,1.805494
cyp,c65t67,1995,1.806424
aus,c60t63,2000,1.806937
bgr,c27,1995,1.807184
swe,c50t52,2008,1.808863
mys,c25,2000,1.810693
nor,c70,2005,1.814646
bel,c15t16,2005,1.816109
cze,c34,2000,1.816742
bra,c01t05,2000,1.818029
est,c36t37,2005,1.819197
che,c29,2000,1.819403
nld,c40t41,2005,1.821908
idn,c20,2008,1.823148
hun,c34,2000,1.82361
can,c90t93,1995,1.823665
che,c29,1995,1.824415
nld,c45,2008,1.824636
svk,c40t41,2000,1.824651
esp,c26,1995,1.824882
aut,c28,1995,1.830231
lva,c36t37,1995,1.831259
gbr,c75,2005,1.831259
esp,c64,2000,1.832722
svk,c25,2005,1.833108
idn,c25,2005,1.833232
sgp,c65t67,1995,1.83357
can,c10t14,1995,1.83359
sgp,c72,2000,1.8344
cze,c55,1995,1.834876
rou,c20,1995,1.835253
twn,c36t37,2000,1.837662
nld,c24,2000,1.838478
khm,c50t52,2005,1.839493
ind,c01t05,2005,1.839678
nld,c24,1995,1.840443
tha,c303233,2000,1.841296
sgp,c85,2000,1.841947
tur,c01t05,2005,1.842441
aut,c72,2005,1.843378
sau,c55,2000,1.844529
grc,c64,2008,1.844639
svn,c17t19,1995,1.845163
rou,c26,1995,1.846167
svn,c26,2008,1.847047
bel,c64,2000,1.848027
isl,c73t74,2008,1.848539
ltu,c45,2008,1.852265
esp,c34,2005,1.852413
nld,c24,2008,1.852829
grc,c85,2008,1.855399
mys,c303233,2008,1.855459
mex,c36t37,2000,1.856179
deu,c31,2005,1.857699
aut,c28,2000,1.858199
deu,c29,2005,1.85876
aut,c21t22,1995,1.860187
phl,c50t52,2008,1.861295
irl,c24,1995,1.861984
can,c90t93,2008,1.862781
svn,c60t63,2008,1.863987
zaf,c64,2008,1.864064
lva,c64,2000,1.864744
chn,c31,2005,1.86676
idn,c21t22,2000,1.869243
esp,c60t63,2000,1.869276
est,c17t19,2000,1.870998
usa,c35,2000,1.872522
jpn,c29,2005,1.87299
esp,c90t93,2000,1.874052
aut,c21t22,2005,1.875166
nld,c24,2005,1.875249
rou,c45,2005,1.875645
mys,c303233,1995,1.876009
kor,c35,2000,1.878836
can,c01t05,2008,1.881542
chl,c21t22,2000,1.882654
rus,c01t05,1995,1.882824
kor,c55,2005,1.883929
tha,c17t19,2000,1.884041
irl,c15t16,2008,1.884366
prt,c55,2000,1.886186
gbr,c45,2008,1.886243
gbr,c35,2005,1.886935
can,c21t22,2008,1.888329
pol,c50t52,2000,1.889473
dnk,c64,2005,1.88951
isr,c303233,2008,1.892327
bel,c40t41,2008,1.892763
bel,c15t16,2000,1.892777
bra,c20,2005,1.89296
svk,c26,2008,1.895346
esp,c90t93,2008,1.897765
vnm,c85,2000,1.897939
tur,c60t63,2005,1.899762
nld,c71,1995,1.902848
che,c64,1995,1.903587
idn,c15t16,1995,1.904005
svn,c25,2000,1.904325
sau,c64,2005,1.904528
pol,c28,2000,1.904851
bel,c27,2000,1.905472
bel,c40t41,2000,1.906056
row,c55,2000,1.9069
est,c85,1995,1.908799
fin,c303233,2008,1.910108
twn,c27,2000,1.910607
mlt,c90t93,2000,1.914244
deu,c29,2000,1.914481
aut,c72,2008,1.915299
dnk,c40t41,1995,1.916943
nzl,c21t22,2000,1.917772
usa,c65t67,1995,1.918691
cyp,c71,2000,1.92082
isl,c26,2008,1.924314
swe,c73t74,2000,1.925872
rou,c27,2005,1.926938
ltu,c45,2005,1.93279
che,c64,2000,1.933024
