ctry,isic,year,nat_res_exp_sha_t_3,trca,avg_gdppc,pop
tha,c10t14,2005,.0224211,.1452824,2766.188,65.152
mex,c95,1995,.1130966,,7796.025,94.495
ind,c23,2000,.0377144,.926392,805.5861,1029.188
swe,c35,2005,.0129216,.5418087,41830.47,9.048
chn,c60t63,1995,.0436444,.7145417,2104.711,1211.21
khm,c21t22,1995,.3829976,.082802,496.9252,10.791
usa,c60t63,2008,.042951,1.175701,42398,304.718
tha,c70,2005,.0224211,.7464581,2766.188,65.152
che,c17t19,2008,.0006961,.4007539,55462.7,7.593
rou,c303233,2011,.0429234,.4449744,4940.996,21.384
deu,c34,2005,.008285,2.256063,35470.16,82.438
zaf,c28,2000,.1779943,.5766261,5542.137,43.686
tha,c80,2005,.0224211,.0102642,2766.188,65.152
tha,c50t52,2005,.0224211,1.042286,2766.188,65.152
che,c29,2008,.0006961,1.571744,55462.7,7.593
dnk,c15t16,2008,.0590411,2.216808,47018.16,5.476
nor,c01t05,2011,.4548463,.8145028,64093.89,4.973
rou,c34,2008,.029873,.6055613,4940.996,21.517
hun,c15t16,2000,.0244242,1.18636,10400.97,10.222
swe,c26,2000,.0095104,.6446192,41830.47,8.883
zaf,c64,1995,.2125946,1.033689,5542.137,40.24
deu,c95,2000,.0100231,,35470.16,82.26
sau,c34,2005,.7624034,.0410643,14075.39,23.33
esp,c26,2005,.0337014,2.128385,25309.04,43.663
twn,c65t67,1995,.0040403,.2371485,17220.59,21.357
nzl,c95,2000,.0812255,,26658.4,3.863
irl,c71,2000,.0101793,1.040856,44928.17,3.79
bel,c15t16,2008,.013504,1.551513,36196.01,10.667
arg,c36t37,1995,.174906,.3258323,6326.527,34.285
prt,c34,2011,.0280526,1.408508,18446.16,10.558
jpn,c60t63,2000,.0013361,1.022731,35227.1,126.829
arg,c40t41,2011,.202846,.1667116,6326.527,40.57
hkg,c17t19,2000,.0033496,1.345486,27678.18,6.712
hkg,c01t05,2000,.0033496,.1359743,27678.18,6.712
grc,c01t05,1995,.0741848,2.545289,20901.11,10.672
jpn,c26,2000,.0013361,.9237463,35227.1,126.829
vnm,c23,1995,.2286988,.4835456,737.6383,71.996
rus,c35,2005,.3045996,.325653,5489.474,143.2
grc,c31,2000,.0498241,.3153593,20901.11,10.904
lva,c73t74,2005,.0455777,1.422297,7167.697,2.25
bra,c17t19,2011,.2758285,.4096484,5040.921,197.397
cze,c60t63,1995,.0488948,.9978642,13323.08,10.333
esp,c35,1995,.0432121,.6090727,25309.04,39.388
che,c75,2000,.0059376,2.843901,55462.7,7.164
fin,c55,2008,.0091011,.4525999,37512.24,5.326
cyp,c27,2011,.008988,.1529181,23856.62,.862
nor,c70,2005,.4441205,.7031347,64093.89,4.632
twn,c27,1995,.0040403,.65297,17220.59,21.357
pol,c28,2008,.031418,2.099996,8544.098,38.116
irl,c73t74,2005,.0076738,1.279789,44928.17,4.134
svn,c20,2008,.0135647,3.839158,17829.68,2.01
svn,c71,2011,.0186886,.0847129,17829.68,2.05
usa,c01t05,1995,.0436023,1.410898,42398,266.458
swe,c01t05,2005,.0129216,.4030668,41830.47,9.048
aus,c50t52,2005,.3310407,1.201205,33756.87,20.312
prt,c64,2000,.0149709,.7379853,18446.16,10.29
dnk,c17t19,1995,.0382616,.736738,47018.16,5.216
rus,c29,2005,.3045996,.4350783,5489.474,143.2
tha,c60t63,2008,.0457563,1.220451,2766.188,66.533
bgr,c40t41,2011,.0839,3.021728,3944.294,7.327
idn,c80,1995,.2187577,.2994443,1369.773,194.755
cyp,c36t37,1995,.0195795,1.487337,23856.62,.652
idn,c70,1995,.2187577,1.953,1369.773,194.755
bel,c29,2005,.0124752,.5032482,36196.01,10.446
sgp,c10t14,2000,.0019821,.0120389,29983.94,4.028
cri,c26,2000,.114754,.7344311,4922.468,3.81
bgr,c17t19,2005,.0510231,1.948076,3944.294,7.719
fra,c26,2011,.0286624,.9548656,34197.66,63.07
phl,c10t14,2000,.0226825,.0841698,1250.67,76.79
lux,c65t67,2008,.0032888,19.49135,76812.26,.489
chl,c36t37,2011,.2075923,.1166602,7822.408,17.256
pol,c29,2011,.0367748,.9925817,8544.098,38.063
nor,c45,1995,.3090688,.1865675,64093.89,4.37
lux,c29,2008,.0032888,.1668605,76812.26,.489
idn,c21t22,1995,.2187577,.8592838,1369.773,194.755
gbr,c21t22,2000,.0609867,.8579536,37949.07,58.886
bel,c01t05,1995,.0175098,.5343679,36196.01,10.131
deu,c25,2008,.0104834,1.567873,35470.16,82.002
tha,c29,2011,.0556198,1.109326,2766.188,67.638
sgp,c28,2005,.0012533,.8885205,29983.94,4.266
tha,c36t37,2011,.0556198,1.323356,2766.188,67.638
bel,c40t41,2008,.013504,4.667643,36196.01,10.667
tha,c34,2011,.0556198,1.164511,2766.188,67.638
lva,c28,2005,.0455777,.8644953,7167.697,2.25
fra,c95,2011,.0286624,,34197.66,63.07
col,c95,1995,.4463149,,3632.116,37.49
kor,c20,2000,.0028905,.0580739,19016.53,47.008
tha,c20,2011,.0556198,1.422267,2766.188,67.638
bra,c15t16,1995,.1018681,2.959643,5040.921,158.875
grc,c35,2011,.0426086,.243835,20901.11,11.123
chl,c70,2008,.1951965,1.299826,7822.408,16.687
mys,c70,1995,.0896341,.5418409,5704.014,20.682
can,c85,2008,.2317932,1.86705,34929.9,33.199
mlt,c55,1995,.0034283,4.501037,15195.1,.365
brn,c71,2011,.8984634,.6516094,25809.8,.393
khm,c85,2005,.0109972,.1256886,496.9252,13.356
tun,c80,2011,.1148425,.119887,3325.969,10.674
che,c60t63,2000,.0059376,.6502252,55462.7,7.164
nzl,c73t74,2008,.1260426,1.093225,26658.4,4.266
vnm,c01t05,2000,.2608514,3.665825,737.6383,77.635
cyp,c25,2008,.0075681,.0554752,23856.62,.797
tha,c27,2011,.0556198,.7183626,2766.188,67.638
nzl,c31,2011,.142047,.262915,26658.4,4.389
svn,c17t19,2005,.010267,1.612913,17829.68,1.998
fra,c72,2005,.0252702,.4323681,34197.66,60.963
est,c34,2011,.027875,.429041,9422.442,1.33
aut,c35,2011,.018631,.4669268,38213.98,8.421
tun,c45,1995,.0621147,1.542256,3325.969,8.958
pol,c10t14,2008,.031418,.1977884,8544.098,38.116
cri,c20,2005,.1104374,.4858535,4922.468,4.215
jpn,c23,2005,.0012085,.2310462,35227.1,127.775
fra,c27,2000,.0258191,.9428744,34197.66,58.858
tun,c17t19,1995,.0621147,5.16136,3325.969,8.958
ind,c01t05,2008,.047396,1.1915,805.5861,1162
zaf,c25,2011,.3016566,.2721064,5542.137,51.553
bgr,c36t37,2011,.0839,.6633981,3944.294,7.327
mex,c20,2011,.1578972,.1602674,7796.025,115.685
svn,c20,2011,.0186886,4.086133,17829.68,2.05
ita,c21t22,2000,.0108324,.6168998,30794.79,56.924
tun,c10t14,1995,.0621147,1.121569,3325.969,8.958
col,c50t52,2000,.3559336,1.164119,3632.116,40.296
cze,c27,2000,.0250218,1.222913,13323.08,10.278
fin,c27,2005,.0080152,1.80195,37512.24,5.256
ita,c73t74,2008,.0117088,.923059,30794.79,58.653
bra,c01t05,1995,.1018681,2.055106,5040.921,158.875
hrv,c28,2008,.0202624,.8678278,9801.971,4.31
ind,c26,2000,.0377144,.9782065,805.5861,1029.188
nzl,c34,2008,.1260426,.0593805,26658.4,4.266
arg,c34,2008,.1972967,1.268837,6326.527,39.226
gbr,c75,2005,.0518481,.0001228,37949.07,60.235
ind,c90t93,2008,.047396,4.80921,805.5861,1162
sau,c15t16,1995,.7014383,.0958012,14075.39,18.136
khm,c80,2008,.0360874,.0596291,496.9252,13.941
idn,c72,2011,.3391528,.0805256,1369.773,241.03
idn,c27,2008,.2889087,1.096912,1369.773,231.006
tun,c31,1995,.0621147,1.386893,3325.969,8.958
tun,c45,2000,.0761208,1.939524,3325.969,9.553
aut,c17t19,2005,.0099828,.5726629,38213.98,8.225
aus,c60t63,2005,.3310407,1.212789,33756.87,20.312
esp,c24,2011,.0360307,.9808394,25309.04,46.736
tun,c95,2000,.0761208,,3325.969,9.553
gbr,c24,2008,.0564424,1.111606,37949.07,61.398
tun,c90t93,2000,.0761208,1.994493,3325.969,9.553
gbr,c75,1995,.0541818,.0456689,37949.07,58.025
isl,c71,1995,.0398204,.7872637,53989.79,.267
swe,c71,2011,.0235314,1.416395,41830.47,9.483
esp,c24,2008,.0331284,1.020431,25309.04,45.983
svn,c34,2008,.0135647,1.324281,17829.68,2.01
esp,c23,2000,.037431,1.076887,25309.04,40.264
tun,c303233,2000,.0761208,.1406288,3325.969,9.553
gbr,c29,1995,.0541818,.9881234,37949.07,58.025
grc,c40t41,2011,.0426086,.9622604,20901.11,11.123
deu,c64,2008,.0104834,.7114543,35470.16,82.002
bgr,c29,1995,.0715823,.5796735,3944.294,8.297
hrv,c71,2008,.0202624,2.987389,9801.971,4.31
dnk,c95,2008,.0590411,,47018.16,5.476
twn,c60t63,2011,.0046878,.7185953,17220.59,23.225
tun,c20,2000,.0761208,.2411366,3325.969,9.553
khm,c01t05,2008,.0360874,1.549516,496.9252,13.941
aut,c80,2000,.0094812,.0918732,38213.98,8.012
jpn,c64,2000,.0013361,.273013,35227.1,126.829
tur,c55,2005,.0287136,3.893914,7122.406,68.435
mlt,c85,2008,.0180064,.5693072,15195.1,.408
usa,c80,1995,.0436023,3.483093,42398,266.458
tun,c40t41,2000,.0761208,.0056054,3325.969,9.553
can,c21t22,2008,.2317932,2.532566,34929.9,33.199
zaf,c303233,2005,.1330132,.1353218,5542.137,47.349
swe,c50t52,2000,.0095104,.8382617,41830.47,8.883
vnm,c55,1995,.2286988,1.41433,737.6383,71.996
swe,c15t16,2000,.0095104,.3882293,41830.47,8.883
lva,c26,2000,.0447945,.8226013,7167.697,2.382
tun,c34,2000,.0761208,.085894,3325.969,9.553
tun,c24,2000,.0761208,.9892622,3325.969,9.553
tun,c72,2000,.0761208,.3866582,3325.969,9.553
rou,c24,2011,.0429234,.6317438,4940.996,21.384
brn,c23,1995,.7481938,1.262542,25809.8,.287
kor,c21t22,2011,.0011888,.4016241,19016.53,49.779
aus,c45,2000,.2314244,.4355935,33756.87,19.141
brn,c73t74,2011,.8984634,.1855541,25809.8,.393
can,c15t16,2011,.2270879,.8902326,34929.9,34.303
col,c01t05,2008,.3883926,4.650158,3632.116,44.451
arg,c26,1995,.174906,.718651,6326.527,34.285
cyp,c90t93,2005,.0069772,5.652206,23856.62,.744
tun,c15t16,2008,.1231034,1.200813,3325.969,10.329
fin,c90t93,2011,.0207711,.8102341,37512.24,5.401
ind,c55,2005,.0520263,.9908501,805.5861,1114
tun,c27,2005,.0863808,.1695331,3325.969,10.029
lva,c29,2008,.0542946,.362533,7167.697,2.192
arg,c29,2008,.1972967,.1807991,6326.527,39.226
hkg,c303233,2000,.0033496,.1750189,27678.18,6.712
sgp,c23,2000,.0019821,3.132807,29983.94,4.028
hun,c20,2000,.0244242,1.000035,10400.97,10.222
tun,c303233,2005,.0863808,.2311504,3325.969,10.029
vnm,c65t67,2005,.2554779,.9838112,737.6383,82.392
tun,c15t16,2005,.0863808,1.445232,3325.969,10.029
mlt,c95,1995,.0034283,,15195.1,.365
tun,c40t41,2005,.0863808,.0684241,3325.969,10.029
tur,c72,2008,.0303445,.0144154,7122.406,71.052
fin,c80,1995,.0122247,.1607686,37512.24,5.117
ltu,c70,2005,.0334876,4.770777,7746.578,3.323
est,c45,2011,.027875,4.676596,9422.442,1.33
tha,c45,1995,.0199856,.0265711,2766.188,59.46
bel,c80,2005,.0124752,1.839976,36196.01,10.446
ita,c34,2000,.0108324,.7583535,30794.79,56.924
fin,c28,2011,.0207711,1.160646,37512.24,5.401
ita,c23,1995,.0125603,.5462544,30794.79,56.846
tun,c10t14,2005,.0863808,.9243134,3325.969,10.029
kor,c31,2008,.0012555,.9465082,19016.53,48.949
gbr,c20,2005,.0518481,.1794511,37949.07,60.235
tun,c20,2005,.0863808,.2671485,3325.969,10.029
tun,c40t41,2008,.1231034,0,3325.969,10.329
mex,c28,1995,.1130966,.6328239,7796.025,94.495
nor,c85,2011,.4548463,1.008393,64093.89,4.973
arg,c70,2005,.2134373,.5722259,6326.527,37.926
kor,c75,1995,.0082393,0,19016.53,45.093
usa,c23,2008,.042951,1.114602,42398,304.718
col,c10t14,2008,.3883926,3.145044,3632.116,44.451
vnm,c36t37,2011,.1603652,1.93407,737.6383,87.84
tun,c70,2008,.1231034,1.235335,3325.969,10.329
mex,c31,1995,.1130966,3.515455,7796.025,94.495
brn,c31,2000,.854109,.0194556,25809.8,.325
tun,c65t67,2008,.1231034,.2465053,3325.969,10.329
mys,c40t41,2008,.114111,.0228997,5704.014,27.6
tun,c303233,2008,.1231034,.3015879,3325.969,10.329
nzl,c95,2008,.1260426,,26658.4,4.266
aut,c95,2011,.018631,,38213.98,8.421
deu,c15t16,2008,.0104834,.9323671,35470.16,82.002
can,c23,2011,.2270879,.6265561,34929.9,34.303
nld,c50t52,2000,.0647119,1.012478,41576.05,15.926
che,c55,2008,.0006961,1.217501,55462.7,7.593
can,c25,2008,.2317932,1.527911,34929.9,33.199
phl,c90t93,2000,.0226825,.7986467,1250.67,76.79
sgp,c34,2000,.0019821,.029633,29983.94,4.028
rou,c17t19,2011,.0429234,2.953606,4940.996,21.384
svk,c72,2008,.0217583,.6742588,12376.19,5.396
bra,c95,2005,.132195,,5040.921,185.151
can,c71,2011,.2270879,.2731364,34929.9,34.303
zaf,c36t37,2000,.1779943,1.154508,5542.137,43.686
svk,c10t14,2011,.0296821,.0799796,12376.19,5.392
kor,c65t67,2000,.0028905,.3725841,19016.53,47.008
est,c34,2008,.0252421,.2779812,9422.442,1.338
cyp,c45,1995,.0195795,2.404313,23856.62,.652
prt,c26,2011,.0280526,3.343685,18446.16,10.558
mex,c55,1995,.1130966,1.443621,7796.025,94.495
lux,c75,2008,.0032888,1.124297,76812.26,.489
lux,c75,2005,.0042436,1.027351,76812.26,.466
tun,c71,2008,.1231034,.7862632,3325.969,10.329
rus,c36t37,2008,.2860433,.0991099,5489.474,142.7
tha,c01t05,2011,.0556198,2.349277,2766.188,67.638
hkg,c17t19,2008,.0008738,.6594239,27678.18,6.964
mys,c23,2000,.073461,.8600581,5704.014,23.495
cri,c01t05,2005,.1104374,7.109128,4922.468,4.215
cri,c21t22,2000,.114754,.3880023,4922.468,3.81
nld,c36t37,2000,.0647119,.7286586,41576.05,15.926
khm,c70,1995,.3829976,3.106475,496.9252,10.791
esp,c90t93,2005,.0337014,.9450954,25309.04,43.663
hrv,c73t74,2000,.0181558,3.457545,9801.971,4.381
hkg,c29,2005,.0010841,.1856903,27678.18,6.838
tun,c25,2000,.0761208,.401071,3325.969,9.553
fin,c303233,2005,.0080152,1.951243,37512.24,5.256
bel,c20,2011,.0167059,.9514129,36196.01,11.001
ita,c35,2008,.0117088,.9168199,30794.79,58.653
chl,c85,1995,.1804728,.8541757,7822.408,14.395
cze,c35,2000,.0250218,.3140073,13323.08,10.278
grc,c10t14,2011,.0426086,.0363493,20901.11,11.123
tun,c72,2011,.1148425,.2378643,3325.969,10.674
tun,c21t22,2011,.1148425,.5371441,3325.969,10.674
lux,c26,2008,.0032888,.8946696,76812.26,.489
tun,c50t52,2011,.1148425,.9835842,3325.969,10.674
cyp,c15t16,2011,.008988,.6442405,23856.62,.862
idn,c40t41,2000,.2241637,0,1369.773,206.265
hrv,c60t63,1995,.0232333,1.264252,9801.971,4.453
rou,c70,2011,.0429234,.6779224,4940.996,21.384
phl,c20,2011,.0461994,3.043219,1250.67,94.2
nor,c40t41,2000,.4247995,2.555046,64093.89,4.501
esp,c15t16,2008,.0331284,1.543952,25309.04,45.983
fin,c45,2011,.0207711,3.386074,37512.24,5.401
vnm,c25,2005,.2554779,.7071466,737.6383,82.392
lux,c45,2000,.0047677,.7445661,76812.26,.437
ltu,c71,2005,.0334876,.1001969,7746.578,3.323
dnk,c64,1995,.0382616,.8874011,47018.16,5.216
kor,c17t19,1995,.0082393,2.561281,19016.53,45.093
chn,c10t14,2011,.0096865,.0398665,2104.711,1347.35
fra,c55,2005,.0252702,1.061567,34197.66,60.963
pol,c20,2011,.0367748,2.928128,8544.098,38.063
can,c34,2011,.2270879,1.690591,34929.9,34.303
fin,c21t22,1995,.0122247,8.31708,37512.24,5.117
svk,c60t63,2011,.0296821,.5501718,12376.19,5.392
cri,c40t41,2008,.1134275,.3229007,4922.468,4.404
rou,c60t63,1995,.0307614,1.233398,4940.996,22.904
fin,c64,2011,.0207711,.5146682,37512.24,5.401
zaf,c01t05,2008,.2397315,1.678956,5542.137,49.344
twn,c65t67,2000,.0017287,.2470484,17220.59,22.277
pol,c85,2008,.031418,.687999,8544.098,38.116
fra,c75,2008,.0298716,1.936046,34197.66,62.135
fra,c17t19,1995,.0334904,.8292754,34197.66,57.753
tur,c70,1995,.0542871,1.227462,7122.406,57.453
svk,c26,2011,.0296821,1.708178,12376.19,5.392
aus,c10t14,2005,.3310407,3.630664,33756.87,20.312
gbr,c64,2000,.0609867,1.483365,37949.07,58.886
aut,c60t63,1995,.0102759,.8540381,38213.98,7.948
hrv,c24,2011,.0226176,.5201176,9801.971,4.281
prt,c23,2008,.0289142,.8802873,18446.16,10.558
prt,c23,2000,.0149709,.6838422,18446.16,10.29
nor,c17t19,1995,.3090688,.0948553,64093.89,4.37
swe,c36t37,2011,.0235314,.5523641,41830.47,9.483
deu,c85,2008,.0104834,.999918,35470.16,82.002
chn,c34,2011,.0096865,.4027441,2104.711,1347.35
kor,c26,2011,.0011888,.3827369,19016.53,49.779
phl,c80,1995,.0229963,.2057926,1250.67,68.41
nld,c23,2005,.0686299,1.594311,41576.05,16.32
sgp,c40t41,2000,.0019821,.5682857,29983.94,4.028
gbr,c31,1995,.0541818,.8855955,37949.07,58.025
fra,c40t41,2008,.0298716,1.44639,34197.66,62.135
pol,c85,2011,.0367748,.8722069,8544.098,38.063
bel,c28,1995,.0175098,1.300285,36196.01,10.131
phl,c64,2011,.0461994,4.967999,1250.67,94.2
tur,c40t41,2000,.0330147,.7553763,7122.406,64.269
sau,c64,2005,.7624034,1.2276,14075.39,23.33
nld,c90t93,2011,.0442879,2.920771,41576.05,16.693
swe,c65t67,2005,.0129216,.7955015,41830.47,9.048
fin,c75,2008,.0091011,1.669708,37512.24,5.326
mex,c29,2000,.0932337,.7977604,7796.025,100.9
cri,c95,2011,.1140038,,4922.468,4.592
chn,c01t05,2005,.0173965,.4720559,2104.711,1307.56
hrv,c40t41,2008,.0202624,.618025,9801.971,4.31
aut,c85,2011,.018631,3.532954,38213.98,8.421
sau,c73t74,2011,.7696889,.0019729,14075.39,28.376
isr,c90t93,2005,.0312679,.2235696,21459.01,6.927
isr,c50t52,2011,.0351512,.9780949,21459.01,7.763
fin,c60t63,2005,.0080152,.5747764,37512.24,5.256
arg,c45,2000,.1910247,.3083494,6326.527,35.923
hkg,c21t22,1995,.0049018,.3689388,27678.18,6.27
chn,c31,2000,.0295296,2.024141,2104.711,1267.43
grc,c75,2005,.0416306,.7061967,20901.11,11.074
irl,c72,2005,.0076738,7.966867,44928.17,4.134
sgp,c50t52,2008,.0008288,.8150167,29983.94,4.839
gbr,c65t67,2008,.0564424,5.242976,37949.07,61.398
bgr,c73t74,2005,.0510231,.6251429,3944.294,7.719
phl,c36t37,2008,.0240966,.3826402,1250.67,90.5
ita,c75,2005,.0100237,.0836591,30794.79,57.875
isr,c75,1995,.0445307,0,21459.01,5.542
deu,c72,2000,.0100231,1.407536,35470.16,82.26
sgp,c15t16,1995,.0024002,.4426924,29983.94,3.525
aut,c36t37,2005,.0099828,1.005468,38213.98,8.225
ind,c75,2000,.0377144,0,805.5861,1029.188
cze,c64,1995,.0488948,2.24922,13323.08,10.333
tun,c64,2011,.1148425,2.487309,3325.969,10.674
usa,c28,1995,.0436023,.7213866,42398,266.458
tur,c29,2005,.0287136,.8041165,7122.406,68.435
aus,c26,2008,.4058493,.1647626,33756.87,21.476
usa,c24,2005,.029897,1.251451,42398,296.115
che,c73t74,2008,.0006961,.2161107,55462.7,7.593
chn,c75,2005,.0173965,0,2104.711,1307.56
jpn,c303233,2008,.0015336,1.977987,35227.1,128.065
ltu,c45,1995,.0900988,2.190793,7746.578,
fin,c50t52,2005,.0080152,.7832986,37512.24,5.256
nld,c01t05,2005,.0686299,2.48856,41576.05,16.32
fin,c80,2008,.0091011,.3287506,37512.24,5.326
isr,c01t05,2008,.0413756,.6911744,21459.01,7.307
mys,c71,2000,.073461,.3418237,5704.014,23.495
prt,c60t63,1995,.0145028,.8661389,18446.16,10.038
tur,c24,2005,.0287136,.3644769,7122.406,68.435
tur,c21t22,2005,.0287136,.3514003,7122.406,68.435
prt,c71,1995,.0145028,.9924749,18446.16,10.038
tur,c34,2005,.0287136,1.412952,7122.406,68.435
hkg,c71,2000,.0033496,.4894461,27678.18,6.712
esp,c21t22,2005,.0337014,.8847305,25309.04,43.663
usa,c80,2005,.029897,3.910478,42398,296.115
nld,c23,2008,.0808355,1.611111,41576.05,16.446
cri,c303233,2000,.114754,3.350198,4922.468,3.81
rus,c73t74,2005,.3045996,.0426464,5489.474,143.2
isl,c90t93,2000,.0269054,.8348495,53989.79,.279
deu,c95,2005,.008285,,35470.16,82.438
aut,c10t14,2000,.0094812,.0315214,38213.98,8.012
tur,c70,2008,.0303445,1.8783,7122.406,71.052
arg,c28,2011,.202846,.4213991,6326.527,40.57
hkg,c75,2005,.0010841,.0001346,27678.18,6.838
fra,c24,2000,.0258191,1.575055,34197.66,58.858
est,c26,2005,.0230771,1.569971,9422.442,1.359
ind,c95,1995,.0673396,,805.5861,937
arg,c29,1995,.174906,.2760526,6326.527,34.285
aus,c70,2008,.4058493,1.655264,33756.87,21.476
sau,c20,1995,.7014383,.0121376,14075.39,18.136
tun,c01t05,2005,.0863808,.867828,3325.969,10.029
zaf,c80,2008,.2397315,.0416129,5542.137,49.344
hkg,c27,2008,.0008738,.1152038,27678.18,6.964
isl,c73t74,2011,.0147566,.4508534,53989.79,.318
hkg,c15t16,1995,.0049018,.4097846,27678.18,6.27
isr,c45,1995,.0445307,1.282405,21459.01,5.542
lux,c27,2011,.0038445,.590486,76812.26,.519
chn,c10t14,2008,.011751,.0700407,2104.711,1328.02
tur,c64,2008,.0303445,.1471671,7122.406,71.052
tur,c71,2008,.0303445,2.274659,7122.406,71.052
tur,c15t16,2008,.0303445,1.0786,7122.406,71.052
est,c72,2005,.0230771,.7736028,9422.442,1.359
tun,c95,1995,.0621147,,3325.969,8.958
cyp,c25,1995,.0195795,.0736433,23856.62,.652
bra,c24,1995,.1018681,.5886248,5040.921,158.875
vnm,c34,2008,.2263048,.1207737,737.6383,85.119
tur,c26,2008,.0303445,2.869695,7122.406,71.052
mex,c25,1995,.1130966,.7354764,7796.025,94.495
dnk,c50t52,2008,.0590411,.991095,47018.16,5.476
sgp,c90t93,2011,.0009962,.7522136,29983.94,5.184
cyp,c70,2008,.0075681,21.56994,23856.62,.797
tur,c27,2008,.0303445,2.338991,7122.406,71.052
cze,c40t41,2000,.0250218,3.038945,13323.08,10.278
svn,c55,2008,.0135647,1.344574,17829.68,2.01
fra,c28,2008,.0298716,.9326034,34197.66,62.135
sgp,c35,2005,.0012533,1.084089,29983.94,4.266
esp,c27,1995,.0432121,.893661,25309.04,39.388
che,c15t16,1995,.0101697,.4470496,55462.7,7.019
nzl,c34,2011,.142047,.0617562,26658.4,4.389
mlt,c35,1995,.0034283,.9934525,15195.1,.365
tur,c73t74,2008,.0303445,.0259807,7122.406,71.052
tur,c15t16,2011,.0354799,1.290466,7122.406,74.224
prt,c71,2008,.0289142,.6667977,18446.16,10.558
jpn,c55,1995,.0009482,.0585027,35227.1,125.456
grc,c31,2005,.0416306,.4484517,20901.11,11.074
mlt,c25,2008,.0180064,.8443012,15195.1,.408
tur,c71,2011,.0354799,2.762399,7122.406,74.224
tur,c23,2005,.0287136,.7666437,7122.406,68.435
cri,c15t16,2000,.114754,2.611356,4922.468,3.81
chl,c01t05,2000,.1703631,3.371968,7822.408,15.398
twn,c40t41,2011,.0046878,.0104765,17220.59,23.225
isr,c35,2000,.025939,.6861746,21459.01,6.286
chl,c20,1995,.1804728,3.398983,7822.408,14.395
bel,c50t52,2011,.0167059,.9749244,36196.01,11.001
phl,c10t14,2011,.0461994,.2667476,1250.67,94.2
bel,c65t67,2005,.0124752,1.41854,36196.01,10.446
tur,c90t93,2011,.0354799,1.394466,7122.406,74.224
dnk,c29,2005,.0614283,1.147921,47018.16,5.411
cze,c65t67,2011,.0240207,.1439046,13323.08,10.487
aus,c17t19,2000,.2314244,.4469562,33756.87,19.141
rou,c95,1995,.0307614,,4940.996,22.904
bel,c45,2011,.0167059,4.448625,36196.01,11.001
ltu,c28,2000,.0534933,.5453486,7746.578,3.405
fra,c303233,2000,.0258191,.747242,34197.66,58.858
jpn,c21t22,1995,.0009482,.1771374,35227.1,125.456
brn,c64,1995,.7481938,.5115069,25809.8,.287
dnk,c55,2011,.0592833,1.013997,47018.16,5.561
fra,c303233,1995,.0334904,.6796712,34197.66,57.753
grc,c72,2000,.0498241,.461536,20901.11,10.904
tun,c15t16,1995,.0621147,.9867695,3325.969,8.958
tur,c303233,2011,.0354799,.1873101,7122.406,74.224
deu,c25,1995,.0104268,1.388739,35470.16,81.817
lva,c20,1995,.0657463,8.337851,7167.697,2.501
tur,c72,2011,.0354799,.0171915,7122.406,74.224
lux,c40t41,1995,.0088969,.6471083,76812.26,.41
bra,c10t14,2008,.1896583,1.298962,5040.921,191.532
grc,c55,2005,.0416306,4.455965,20901.11,11.074
zaf,c28,2011,.3016566,.7847172,5542.137,51.553
hrv,c34,2005,.0217596,.0474895,9801.971,4.312
col,c45,2008,.3883926,.1764311,3632.116,44.451
twn,c303233,1995,.0040403,2.68843,17220.59,21.357
hkg,c21t22,2008,.0008738,.1252479,27678.18,6.964
isr,c24,2005,.0312679,1.607698,21459.01,6.927
ind,c85,2000,.0377144,.4684484,805.5861,1029.188
isr,c65t67,2000,.025939,1.688657,21459.01,6.286
fra,c15t16,1995,.0334904,1.38587,34197.66,57.753
brn,c25,2008,.9058321,.0067862,25809.8,.375
gbr,c35,2000,.0609867,1.59575,37949.07,58.886
sau,c21t22,2000,.7592463,.0685404,14075.39,20.474
est,c55,2008,.0252421,2.11214,9422.442,1.338
jpn,c21t22,2005,.0012085,.2111649,35227.1,127.775
vnm,c10t14,2000,.2608514,2.903363,737.6383,77.635
col,c27,2005,.317375,.9692596,3632.116,42.889
cyp,c90t93,2000,.0047378,5.310878,23856.62,.698
