ctry,isic,year,nat_res_exp_sha_t_3,trca,avg_gdppc,pop
prt,c70,2005,.0218856,3.165058,18446.16,10.503
sgp,c73t74,2011,.0009962,1.513932,29983.94,5.184
gbr,c65t67,2005,.0518481,3.981539,37949.07,60.235
jpn,c24,2005,.0012085,.9281783,35227.1,127.775
fin,c71,2005,.0080152,.0807777,37512.24,5.256
gbr,c21t22,2005,.0518481,1.001747,37949.07,60.235
chn,c31,2005,.0173965,1.862461,2104.711,1307.56
tha,c85,1995,.0199856,7.076147,2766.188,59.46
zaf,c01t05,2011,.3016566,.9875825,5542.137,51.553
vnm,c25,2008,.2263048,1.09362,737.6383,85.119
sau,c21t22,2008,.7979922,.0587541,14075.39,25.787
rus,c36t37,2000,.2713214,.5004673,5489.474,146.3
can,c75,2008,.2317932,3.151502,34929.9,33.199
chl,c28,2005,.2357413,.2995692,7822.408,16.165
can,c28,2000,.1110334,1.276872,34929.9,30.647
idn,c36t37,2005,.2128718,.6492839,1369.773,221.398
pol,c71,2011,.0367748,.0645953,8544.098,38.063
pol,c50t52,2011,.0367748,1.03432,8544.098,38.063
aut,c31,2000,.0094812,1.262589,38213.98,8.012
pol,c90t93,2008,.031418,1.60673,8544.098,38.116
hrv,c303233,2011,.0226176,.1917055,9801.971,4.281
isr,c24,1995,.0445307,1.223884,21459.01,5.542
bgr,c75,2008,.0834824,.0794577,3944.294,7.607
bra,c50t52,2008,.1896583,1.007825,5040.921,191.532
hrv,c64,2011,.0226176,2.993836,9801.971,4.281
usa,c36t37,1995,.0436023,.70919,42398,266.458
ltu,c23,1995,.0900988,2.228851,7746.578,
brn,c15t16,2000,.854109,.013174,25809.8,.325
bel,c10t14,2000,.0137547,.0467919,36196.01,10.239
dnk,c28,2000,.0586817,.9644518,47018.16,5.33
ltu,c45,2005,.0334876,2.197283,7746.578,3.323
ltu,c55,2005,.0334876,1.693364,7746.578,3.323
aus,c23,2005,.3310407,.6489282,33756.87,20.312
cze,c73t74,2000,.0250218,1.186734,13323.08,10.278
rus,c75,2008,.2860433,.0001125,5489.474,142.7
cze,c23,1995,.0488948,1.275861,13323.08,10.333
jpn,c71,2008,.0015336,.3857861,35227.1,128.065
aut,c35,2008,.0160599,.7831397,38213.98,8.337
chl,c71,2000,.1703631,.6392201,7822.408,15.398
rou,c95,2011,.0429234,,4940.996,21.384
nld,c95,2011,.0442879,,41576.05,16.693
arg,c65t67,1995,.174906,.0015338,6326.527,34.285
tun,c70,2000,.0761208,1.822831,3325.969,9.553
cyp,c28,2005,.0069772,.0822454,23856.62,.744
mlt,c29,2011,.0037161,.0653305,15195.1,.415
pol,c01t05,2011,.0367748,.5921433,8544.098,38.063
mex,c80,2011,.1578972,.1324461,7796.025,115.685
dnk,c72,2008,.0590411,.9242262,47018.16,5.476
aut,c20,1995,.0102759,2.537779,38213.98,7.948
cyp,c40t41,2008,.0075681,.0015047,23856.62,.797
swe,c65t67,1995,.0115984,.6275498,41830.47,8.837
lva,c45,2011,.0776957,1.492881,7167.697,2.075
pol,c10t14,2011,.0367748,.2518734,8544.098,38.063
phl,c55,2011,.0461994,1.065237,1250.67,94.2
mlt,c72,2011,.0037161,4.728981,15195.1,.415
nor,c60t63,1995,.3090688,2.200834,64093.89,4.37
nzl,c50t52,2008,.1260426,1.109545,26658.4,4.266
idn,c20,2000,.2241637,5.876457,1369.773,206.265
tun,c55,2011,.1148425,2.108137,3325.969,10.674
mlt,c90t93,2008,.0180064,9.630439,15195.1,.408
can,c45,2005,.1663045,.1490098,34929.9,32.203
irl,c70,2008,.0066328,.3640899,44928.17,4.485
kor,c40t41,2008,.0012555,.0275917,19016.53,48.949
est,c73t74,2000,.0385274,.5221962,9422.442,1.401
fra,c55,2011,.0286624,1.170702,34197.66,63.07
usa,c95,2008,.042951,,42398,304.718
mex,c55,2011,.1578972,.7517614,7796.025,115.685
rou,c23,2011,.0429234,.8819026,4940.996,21.384
chn,c50t52,2000,.0295296,1.338087,2104.711,1267.43
swe,c24,1995,.0115984,.9958987,41830.47,8.837
svn,c75,2005,.010267,.6144704,17829.68,1.998
phl,c70,1995,.0229963,1.259201,1250.67,68.41
bel,c28,2005,.0124752,1.323211,36196.01,10.446
cze,c29,1995,.0488948,.8767084,13323.08,10.333
bra,c24,2005,.132195,.4707796,5040.921,185.151
ind,c64,1995,.0673396,.8608928,805.5861,937
mys,c71,2008,.114111,.281412,5704.014,27.6
esp,c55,2005,.0337014,4.032852,25309.04,43.663
ita,c26,2011,.0117128,2.32424,30794.79,59.365
nor,c23,2005,.4441205,.5913868,64093.89,4.632
arg,c26,2000,.1910247,.6142193,6326.527,35.923
lux,c60t63,2011,.0038445,.6892828,76812.26,.519
tun,c65t67,1995,.0621147,.2453345,3325.969,8.958
usa,c65t67,2000,.0250556,1.690203,42398,282.296
cze,c64,2005,.0227342,.7832692,13323.08,10.199
dnk,c80,2000,.0586817,.125239,47018.16,5.33
isl,c29,1995,.0398204,.1384447,53989.79,.267
tha,c75,2011,.0556198,0,2766.188,67.638
tur,c35,2008,.0303445,.7539725,7122.406,71.052
rou,c72,2011,.0429234,1.844888,4940.996,21.384
swe,c29,2011,.0235314,1.437168,41830.47,9.483
cze,c90t93,2000,.0250218,1.606978,13323.08,10.278
khm,c70,2005,.0109972,5.111989,496.9252,13.356
ind,c25,2011,.0362919,.7644623,805.5861,1210.98
deu,c95,1995,.0104268,,35470.16,81.817
fra,c55,1995,.0334904,.8971054,34197.66,57.753
nld,c40t41,2005,.0686299,1.231055,41576.05,16.32
est,c75,2011,.027875,.7923574,9422.442,1.33
svk,c80,2011,.0296821,.389887,12376.19,5.392
bra,c70,2011,.2758285,2.439184,5040.921,197.397
mex,c70,2000,.0932337,.5279409,7796.025,100.9
deu,c10t14,2005,.008285,.0304299,35470.16,82.438
mlt,c20,2011,.0037161,.0138044,15195.1,.415
mys,c70,2000,.073461,.4199961,5704.014,23.495
prt,c71,2000,.0149709,.8303731,18446.16,10.29
pol,c15t16,2011,.0367748,1.711464,8544.098,38.063
phl,c50t52,2005,.0343684,1.021889,1250.67,85.26
brn,c64,2008,.9058321,.1386993,25809.8,.375
chn,c72,2008,.011751,.3844034,2104.711,1328.02
rus,c35,2008,.2860433,.2662495,5489.474,142.7
aus,c26,2011,.4674253,.1408191,33756.87,22.52
hun,c50t52,2005,.0224171,.7183107,10400.97,10.098
chn,c23,2005,.0173965,.3274724,2104.711,1307.56
phl,c72,2000,.0226825,.6786684,1250.67,76.79
khm,c65t67,2005,.0109972,.1916458,496.9252,13.356
sgp,c35,2011,.0009962,1.037569,29983.94,5.184
sau,c40t41,2000,.7592463,.00009,14075.39,20.474
lux,c80,1995,.0088969,.3210823,76812.26,.41
rou,c40t41,2011,.0429234,.5367725,4940.996,21.384
nzl,c31,1995,.081232,.8327632,26658.4,3.683
hrv,c25,2000,.0181558,.3114719,9801.971,4.381
deu,c45,2000,.0100231,.783021,35470.16,82.26
pol,c303233,2008,.031418,.5424608,8544.098,38.116
chl,c15t16,2011,.2075923,2.187616,7822.408,17.256
idn,c64,2011,.3391528,.6796622,1369.773,241.03
tur,c36t37,2000,.0330147,.8542521,7122.406,64.269
zaf,c24,2011,.3016566,.6912121,5542.137,51.553
cyp,c64,2011,.008988,4.658719,23856.62,.862
hkg,c35,2011,.0010248,.0513837,27678.18,7.112
lux,c45,1995,.0088969,.6004152,76812.26,.41
rou,c01t05,2011,.0429234,1.956187,4940.996,21.384
prt,c95,1995,.0145028,,18446.16,10.038
rou,c20,2011,.0429234,5.478915,4940.996,21.384
fin,c23,2005,.0080152,.9370342,37512.24,5.256
prt,c10t14,1995,.0145028,.0797819,18446.16,10.038
phl,c26,2011,.0461994,.3353873,1250.67,94.2
fin,c27,2011,.0207711,1.834022,37512.24,5.401
gbr,c90t93,2005,.0518481,2.99897,37949.07,60.235
aus,c36t37,2011,.4674253,.3678669,33756.87,22.52
rou,c45,2011,.0429234,2.626495,4940.996,21.384
zaf,c40t41,1995,.2125946,1.132053,5542.137,40.24
tun,c26,2008,.1231034,1.191803,3325.969,10.329
chl,c303233,2011,.2075923,.0432895,7822.408,17.256
bgr,c15t16,2005,.0510231,1.02279,3944.294,7.719
rou,c73t74,2011,.0429234,.6508268,4940.996,21.384
zaf,c26,1995,.2125946,.6577475,5542.137,40.24
hkg,c60t63,2000,.0033496,5.047123,27678.18,6.712
aus,c27,2011,.4674253,1.576906,33756.87,22.52
esp,c65t67,2008,.0331284,.7449965,25309.04,45.983
mex,c55,2000,.0932337,.9171541,7796.025,100.9
aut,c25,2005,.0099828,1.180387,38213.98,8.225
fra,c95,1995,.0334904,,34197.66,57.753
tha,c29,2000,.0149249,.7755643,2766.188,61.879
mys,c28,2000,.073461,.3162224,5704.014,23.495
col,c35,2000,.3559336,.1267495,3632.116,40.296
bel,c72,2011,.0167059,1.314369,36196.01,11.001
esp,c303233,1995,.0432121,.3619069,25309.04,39.388
vnm,c65t67,2000,.2608514,1.617397,737.6383,77.635
ita,c40t41,1995,.0125603,.3541109,30794.79,56.846
lva,c25,2011,.0776957,1.193378,7167.697,2.075
arg,c40t41,1995,.174906,3.944782,6326.527,34.285
nld,c80,2000,.0647119,2.443684,41576.05,15.926
tun,c95,2005,.0863808,,3325.969,10.029
rou,c71,2008,.029873,.6665679,4940.996,21.517
cri,c24,1995,.2085302,.39306,4922.468,
est,c31,2011,.027875,1.715925,9422.442,1.33
khm,c95,2005,.0109972,,496.9252,13.356
bgr,c85,2011,.0839,.8515038,3944.294,7.327
grc,c55,2008,.0393952,5.061996,20901.11,11.182
brn,c20,2008,.9058321,0,25809.8,.375
swe,c95,2005,.0129216,,41830.47,9.048
chn,c71,2005,.0173965,.1765255,2104.711,1307.56
prt,c31,1995,.0145028,1.782021,18446.16,10.038
rou,c72,2008,.029873,1.456674,4940.996,21.517
mys,c75,2011,.1122961,0,5704.014,29.062
nld,c28,2000,.0647119,1.232264,41576.05,15.926
svk,c23,2008,.0217583,.8151481,12376.19,5.396
isl,c303233,2000,.0269054,.0812009,53989.79,.279
cri,c60t63,2008,.1134275,.9713368,4922.468,4.404
zaf,c65t67,2000,.1779943,.6717334,5542.137,43.686
rus,c01t05,1995,.1619174,.2140494,5489.474,148.3
rou,c90t93,2008,.029873,.2722821,4940.996,21.517
tha,c34,2008,.0457563,1.297746,2766.188,66.533
irl,c60t63,2008,.0066328,.4239798,44928.17,4.485
col,c45,2011,.5170423,.1303049,3632.116,46.045
mlt,c23,2008,.0180064,.0066069,15195.1,.408
mys,c65t67,2005,.0701728,.3230696,5704.014,26.477
twn,c40t41,2008,.0043925,.0091743,17220.59,23.037
rou,c65t67,2008,.029873,.4727175,4940.996,21.517
svn,c50t52,2011,.0186886,.7028177,17829.68,2.05
bel,c71,2008,.013504,.5032037,36196.01,10.667
arg,c27,2011,.202846,.9966069,6326.527,40.57
dnk,c35,2008,.0590411,.4321423,47018.16,5.476
fin,c65t67,2011,.0207711,.3209577,37512.24,5.401
rou,c70,2008,.029873,.9242549,4940.996,21.517
prt,c73t74,1995,.0145028,.3254173,18446.16,10.038
aut,c85,2000,.0094812,1.608715,38213.98,8.012
lux,c95,2008,.0032888,,76812.26,.489
nor,c95,2000,.4247995,,64093.89,4.501
prt,c26,1995,.0145028,2.527152,18446.16,10.038
dnk,c65t67,2000,.0586817,.8825073,47018.16,5.33
prt,c75,1995,.0145028,1.147358,18446.16,10.038
isl,c21t22,1995,.0398204,.0490276,53989.79,.267
rou,c01t05,2005,.0200471,1.065128,4940.996,21.609
khm,c73t74,2008,.0360874,.1726128,496.9252,13.941
hun,c45,2011,.0296816,.9706323,10400.97,9.986
aut,c60t63,2008,.0160599,.6852577,38213.98,8.337
est,c15t16,2000,.0385274,1.367035,9422.442,1.401
nor,c34,1995,.3090688,.093454,64093.89,4.37
col,c28,2005,.317375,.4273911,3632.116,42.889
aus,c36t37,2008,.4058493,.4878744,33756.87,21.476
usa,c25,2008,.042951,.7865414,42398,304.718
jpn,c73t74,2005,.0012085,.2101258,35227.1,127.775
fin,c64,2005,.0080152,.811288,37512.24,5.256
jpn,c80,1995,.0009482,.2523348,35227.1,125.456
tun,c31,2008,.1231034,3.368349,3325.969,10.329
sau,c85,1995,.7014383,.6212485,14075.39,18.136
nzl,c25,2000,.0812255,.5527996,26658.4,3.863
col,c55,2000,.3559336,1.14285,3632.116,40.296
svn,c303233,2005,.010267,.3699315,17829.68,1.998
nld,c21t22,2005,.0686299,.8491446,41576.05,16.32
lux,c23,2008,.0032888,.00429,76812.26,.489
col,c23,2000,.3559336,2.192929,3632.116,40.296
tur,c31,2000,.0330147,.5232223,7122.406,64.269
dnk,c34,1995,.0382616,.1556201,47018.16,5.216
svn,c10t14,2000,.0089087,.0097059,17829.68,1.988
prt,c45,1995,.0145028,.9633846,18446.16,10.038
gbr,c85,2000,.0609867,.553599,37949.07,58.886
twn,c15t16,2005,.0033927,.1470483,17220.59,22.77
bel,c45,2008,.013504,2.899313,36196.01,10.667
cyp,c95,2011,.008988,,23856.62,.862
vnm,c15t16,2008,.2263048,3.308095,737.6383,85.119
zaf,c45,2008,.2397315,.172953,5542.137,49.344
khm,c95,2011,.0545781,,496.9252,14.605
rou,c10t14,2005,.0200471,.0460461,4940.996,21.609
fin,c72,2005,.0080152,1.765766,37512.24,5.256
sau,c34,2008,.7979922,.0401376,14075.39,25.787
arg,c55,2008,.1972967,1.186138,6326.527,39.226
lva,c50t52,2011,.0776957,.9208319,7167.697,2.075
cyp,c303233,2000,.0047378,.0132095,23856.62,.698
mlt,c60t63,2000,.0028398,1.570653,15195.1,.38
jpn,c50t52,2011,.001391,1.608169,35227.1,127.896
deu,c36t37,2011,.0127302,.5467321,35470.16,80.328
rou,c29,2005,.0200471,.9440226,4940.996,21.609
lux,c60t63,1995,.0088969,.792616,76812.26,.41
bel,c303233,1995,.0175098,.2302486,36196.01,10.131
lva,c26,2008,.0542946,1.689321,7167.697,2.192
svn,c23,2008,.0135647,.0086939,17829.68,2.01
rou,c20,2005,.0200471,3.97459,4940.996,21.609
isl,c64,2005,.0291826,.5159875,53989.79,.294
svk,c17t19,2008,.0217583,.880583,12376.19,5.396
esp,c80,2000,.037431,.7874672,25309.04,40.264
vnm,c10t14,2005,.2554779,2.529502,737.6383,82.392
lux,c36t37,2011,.0038445,.1044964,76812.26,.519
ita,c01t05,1995,.0125603,.420696,30794.79,56.846
ita,c35,1995,.0125603,.5754357,30794.79,56.846
deu,c26,2008,.0104834,1.227937,35470.16,82.002
rou,c45,2000,.0285166,.6345046,4940.996,22.334
chn,c01t05,2011,.0096865,.2773669,2104.711,1347.35
prt,c34,2000,.0149709,1.395433,18446.16,10.29
nzl,c24,1995,.081232,.4091893,26658.4,3.683
prt,c65t67,2000,.0149709,.6126181,18446.16,10.29
grc,c28,2005,.0416306,.7716833,20901.11,11.074
ind,c34,2000,.0377144,.1606772,805.5861,1029.188
nor,c85,2000,.4247995,.5344494,64093.89,4.501
irl,c75,2008,.0066328,0,44928.17,4.485
fin,c95,2005,.0080152,,37512.24,5.256
est,c27,2000,.0385274,.0367054,9422.442,1.401
ind,c40t41,2000,.0377144,.0000272,805.5861,1029.188
est,c26,2008,.0252421,1.872321,9422.442,1.338
cyp,c73t74,2008,.0075681,2.954812,23856.62,.797
svk,c36t37,1995,.0224015,1.086152,12376.19,5.368
prt,c50t52,2000,.0149709,.9957644,18446.16,10.29
prt,c26,2000,.0149709,2.779347,18446.16,10.29
hrv,c55,2005,.0217596,7.654807,9801.971,4.312
hrv,c17t19,2005,.0217596,.819908,9801.971,4.312
bel,c15t16,2011,.0167059,1.318842,36196.01,11.001
ind,c40t41,1995,.0673396,.0000181,805.5861,937
esp,c60t63,1995,.0432121,1.254078,25309.04,39.388
khm,c73t74,1995,.3829976,.0416995,496.9252,10.791
rus,c64,2008,.2860433,.4890496,5489.474,142.7
nld,c70,2008,.0808355,.8357667,41576.05,16.446
ita,c55,2000,.0108324,2.326792,30794.79,56.924
fin,c23,2000,.0085667,1.103612,37512.24,5.181
bel,c60t63,2005,.0124752,1.158947,36196.01,10.446
rou,c75,2000,.0285166,0,4940.996,22.334
nld,c55,1995,.0751671,.3996603,41576.05,15.459
sau,c70,1995,.7014383,.276899,14075.39,18.136
twn,c24,2011,.0046878,1.413746,17220.59,23.225
ltu,c27,2000,.0534933,.1165209,7746.578,3.405
brn,c65t67,2008,.9058321,.0318412,25809.8,.375
hrv,c90t93,2005,.0217596,3.283762,9801.971,4.312
can,c21t22,2011,.2270879,2.24543,34929.9,34.303
lux,c95,1995,.0088969,,76812.26,.41
mex,c55,2005,.1313889,.9972971,7796.025,107.156
nld,c31,2011,.0442879,.2175988,41576.05,16.693
swe,c90t93,2005,.0129216,.6630424,41830.47,9.048
fin,c15t16,2008,.0091011,.4149587,37512.24,5.326
rus,c23,2008,.2860433,3.314018,5489.474,142.7
che,c303233,2011,.0008957,1.35901,55462.7,7.87
hrv,c85,2000,.0181558,.9049902,9801.971,4.381
mex,c20,2005,.1313889,.2266872,7796.025,107.156
jpn,c85,2000,.0013361,.5428548,35227.1,126.829
bra,c60t63,2005,.132195,.4348681,5040.921,185.151
prt,c29,2011,.0280526,.6136713,18446.16,10.558
rou,c40t41,2000,.0285166,2.458517,4940.996,22.334
arg,c21t22,2011,.202846,.5252451,6326.527,40.57
mlt,c17t19,1995,.0034283,1.305603,15195.1,.365
tun,c85,1995,.0621147,.376667,3325.969,8.958
irl,c24,2008,.0066328,3.02579,44928.17,4.485
swe,c303233,1995,.0115984,1.036732,41830.47,8.837
tun,c303233,2011,.1148425,.4880452,3325.969,10.674
svk,c60t63,2008,.0217583,.6190287,12376.19,5.396
jpn,c60t63,2011,.001391,1.165392,35227.1,127.896
rou,c40t41,1995,.0307614,2.303769,4940.996,22.904
lva,c15t16,1995,.0657463,1.854597,7167.697,2.501
twn,c36t37,2000,.0017287,1.148771,17220.59,22.277
esp,c85,2008,.0331284,1.770452,25309.04,45.983
tur,c36t37,2008,.0303445,.9609298,7122.406,71.052
can,c65t67,2005,.1663045,.6039487,34929.9,32.203
aus,c40t41,2008,.4058493,.0778061,33756.87,21.476
cze,c10t14,2000,.0250218,.1495991,13323.08,10.278
aut,c70,2011,.018631,2.9452,38213.98,8.421
tur,c25,2011,.0354799,1.817891,7122.406,74.224
svk,c27,2008,.0217583,1.373561,12376.19,5.396
rou,c70,1995,.0307614,1.045469,4940.996,22.904
rou,c15t16,1995,.0307614,.5620438,4940.996,22.904
svn,c25,2000,.0089087,2.213788,17829.68,1.988
hrv,c72,2005,.0217596,.0833518,9801.971,4.312
est,c29,2005,.0230771,.4316449,9422.442,1.359
bgr,c24,2008,.0834824,.5712673,3944.294,7.607
cze,c21t22,2005,.0227342,1.261781,13323.08,10.199
rou,c34,1995,.0307614,.2322392,4940.996,22.904
prt,c90t93,2011,.0280526,1.334772,18446.16,10.558
rou,c45,1995,.0307614,.4132675,4940.996,22.904
aus,c45,2008,.4058493,.7140063,33756.87,21.476
ita,c72,2000,.0108324,.8519034,30794.79,56.924
deu,c90t93,2005,.008285,.3956152,35470.16,82.438
tur,c303233,2005,.0287136,.3354023,7122.406,68.435
tha,c60t63,1995,.0199856,1.364922,2766.188,59.46
gbr,c01t05,2008,.0564424,.2618167,37949.07,61.398
chl,c21t22,2008,.1951965,2.410614,7822.408,16.687
isr,c60t63,1995,.0445307,1.230542,21459.01,5.542
grc,c70,2011,.0426086,2.230972,20901.11,11.123
ita,c26,2000,.0108324,2.564394,30794.79,56.924
hrv,c10t14,2008,.0202624,.1207199,9801.971,4.31
tun,c50t52,2000,.0761208,1.365711,3325.969,9.553
tha,c21t22,1995,.0199856,.340355,2766.188,59.46
isr,c72,2005,.0312679,10.81506,21459.01,6.927
pol,c55,2005,.0395417,.7483876,8544.098,38.174
cze,c95,2011,.0240207,,13323.08,10.487
bgr,c20,2011,.0839,1.600188,3944.294,7.327
tun,c71,2005,.0863808,.8202772,3325.969,10.029
isr,c26,2008,.0413756,.4568971,21459.01,7.307
chl,c95,2008,.1951965,,7822.408,16.687
chl,c85,2005,.2357413,.8106317,7822.408,16.165
idn,c60t63,1995,.2187577,.6416895,1369.773,194.755
rou,c01t05,2008,.029873,1.451915,4940.996,21.517
lux,c95,2011,.0038445,,76812.26,.519
tha,c35,2000,.0149249,.0507492,2766.188,61.879
prt,c25,2011,.0280526,1.872332,18446.16,10.558
svk,c60t63,2000,.0167601,.8799154,12376.19,5.377
prt,c45,2011,.0280526,2.381985,18446.16,10.558
prt,c01t05,2011,.0280526,.8072713,18446.16,10.558
est,c85,2000,.0385274,.8936089,9422.442,1.401
brn,c90t93,1995,.7481938,.2590532,25809.8,.287
deu,c31,2011,.0127302,1.827022,35470.16,80.328
bra,c71,1995,.1018681,2.512147,5040.921,158.875
nor,c45,2005,.4441205,.5775027,64093.89,4.632
aut,c36t37,2011,.018631,.9281005,38213.98,8.421
can,c34,2008,.2317932,1.633253,34929.9,33.199
prt,c73t74,2011,.0280526,.6921453,18446.16,10.558
swe,c55,2011,.0235314,1.058107,41830.47,9.483
hun,c45,2005,.0224171,1.236849,10400.97,10.098
esp,c73t74,2008,.0331284,1.714108,25309.04,45.983
irl,c36t37,1995,.0187033,.5882815,44928.17,3.601
prt,c25,2005,.0218856,1.423474,18446.16,10.503
hrv,c01t05,2005,.0217596,.908868,9801.971,4.312
bel,c26,2008,.013504,1.579294,36196.01,10.667
prt,c23,2005,.0218856,.8347996,18446.16,10.503
isl,c45,2000,.0269054,.1935694,53989.79,.279
ita,c60t63,2005,.0100237,.9052716,30794.79,57.875
hrv,c65t67,2008,.0202624,.1904711,9801.971,4.31
kor,c23,2011,.0011888,2.089274,19016.53,49.779
vnm,c27,2008,.2263048,.70021,737.6383,85.119
hkg,c72,2000,.0033496,.1468202,27678.18,6.712
ita,c29,2005,.0100237,2.332424,30794.79,57.875
chl,c15t16,2008,.1951965,2.541772,7822.408,16.687
prt,c71,2011,.0280526,.5352913,18446.16,10.558
svk,c24,2005,.0200783,.5260389,12376.19,5.379
ita,c80,2008,.0117088,.4153713,30794.79,58.653
hun,c90t93,2011,.0296816,1.480744,10400.97,9.986
col,c40t41,1995,.4463149,.000086,3632.116,37.49
prt,c31,2005,.0218856,1.129122,18446.16,10.503
phl,c70,2000,.0226825,.7889682,1250.67,76.79
twn,c45,2005,.0033927,.105387,17220.59,22.77
prt,c23,2011,.0280526,1.088755,18446.16,10.558
cri,c72,2000,.114754,.3923497,4922.468,3.81
nzl,c17t19,2005,.0966734,.6682862,26658.4,4.142
idn,c31,2008,.2889087,.9175164,1369.773,231.006
che,c70,2008,.0006961,1.098763,55462.7,7.593
bra,c23,2011,.2758285,.3466206,5040.921,197.397
col,c71,2008,.3883926,.3877587,3632.116,44.451
prt,c73t74,2008,.0289142,.7476008,18446.16,10.558
prt,c64,2008,.0289142,1.339931,18446.16,10.558
grc,c01t05,2008,.0393952,1.970684,20901.11,11.182
aut,c27,2011,.018631,1.503488,38213.98,8.421
lva,c65t67,1995,.0657463,.784534,7167.697,2.501
chn,c85,2000,.0295296,.2677503,2104.711,1267.43
jpn,c72,1995,.0009482,.2376276,35227.1,125.456
nld,c65t67,2000,.0647119,.5060855,41576.05,15.926
khm,c45,2008,.0360874,.6142537,496.9252,13.941
lva,c64,2008,.0542946,1.247489,7167.697,2.192
usa,c17t19,1995,.0436023,.3758566,42398,266.458
prt,c55,2008,.0289142,2.731159,18446.16,10.558
deu,c23,2011,.0127302,.3258615,35470.16,80.328
lux,c15t16,2005,.0042436,.3807929,76812.26,.466
phl,c71,2011,.0461994,.1721337,1250.67,94.2
prt,c24,2008,.0289142,.5534669,18446.16,10.558
rou,c40t41,2008,.029873,1.400328,4940.996,21.517
nor,c31,2005,.4441205,.2561467,64093.89,4.632
sau,c55,2011,.7696889,.5365528,14075.39,28.376
kor,c60t63,2011,.0011888,.7990998,19016.53,49.779
nld,c35,2005,.0686299,.4491937,41576.05,16.32
cze,c27,2011,.0240207,.9264362,13323.08,10.487
mlt,c17t19,2008,.0180064,.4093875,15195.1,.408
phl,c29,2008,.0240966,.1566778,1250.67,90.5
tha,c28,2008,.0457563,.9481306,2766.188,66.533
twn,c20,1995,.0040403,.5554622,17220.59,21.357
che,c64,2011,.0008957,1.268486,55462.7,7.87
idn,c23,1995,.2187577,1.406131,1369.773,194.755
kor,c29,2000,.0028905,.6736674,19016.53,47.008
fra,c70,2005,.0252702,1.087065,34197.66,60.963
sau,c36t37,2005,.7624034,.0529493,14075.39,23.33
rou,c31,2005,.0200471,2.286404,4940.996,21.609
vnm,c65t67,2011,.1603652,.1366302,737.6383,87.84
fin,c35,2011,.0207711,.2969166,37512.24,5.401
bgr,c29,2005,.0510231,.7142724,3944.294,7.719
prt,c10t14,2005,.0218856,.1089327,18446.16,10.503
kor,c10t14,2000,.0028905,.0038159,19016.53,47.008
ltu,c26,2005,.0334876,1.160573,7746.578,3.323
rus,c15t16,1995,.1619174,.7525601,5489.474,148.3
sau,c85,2000,.7592463,.1788955,14075.39,20.474
bel,c27,2011,.0167059,1.229194,36196.01,11.001
mex,c64,2005,.1313889,.4405831,7796.025,107.156
twn,c95,2000,.0017287,,17220.59,22.277
fra,c90t93,2008,.0298716,1.602247,34197.66,62.135
tun,c80,2005,.0863808,.2030027,3325.969,10.029
prt,c80,2005,.0218856,.1936423,18446.16,10.503
kor,c45,2011,.0011888,.1282734,19016.53,49.779
fin,c31,2008,.0091011,1.424887,37512.24,5.326
prt,c15t16,2005,.0218856,1.33595,18446.16,10.503
ita,c85,2005,.0100237,.1519339,30794.79,57.875
vnm,c27,1995,.2286988,.0840148,737.6383,71.996
svk,c31,2000,.0167601,1.86291,12376.19,5.377
fin,c90t93,2008,.0091011,.6564459,37512.24,5.326
prt,c65t67,2005,.0218856,.3027393,18446.16,10.503
hrv,c40t41,2000,.0181558,1.385735,9801.971,4.381
isr,c80,1995,.0445307,.0163691,21459.01,5.542
cze,c28,1995,.0488948,2.160142,13323.08,10.333
twn,c23,2008,.0043925,1.470444,17220.59,23.037
cyp,c10t14,2000,.0047378,.0065158,23856.62,.698
zaf,c71,2000,.1779943,.683994,5542.137,43.686
bel,c35,2000,.0137547,.2590883,36196.01,10.239
tha,c25,2000,.0149249,2.247588,2766.188,61.879
tha,c71,2000,.0149249,.8165566,2766.188,61.879
esp,c64,1995,.0432121,.9986493,25309.04,39.388
dnk,c45,2011,.0592833,2.454366,47018.16,5.561
irl,c303233,2011,.0083073,.8025476,44928.17,4.575
aut,c45,1995,.0102759,1.994916,38213.98,7.948
ltu,c20,2000,.0534933,4.82777,7746.578,3.405
isr,c55,2011,.0351512,.7155921,21459.01,7.763
rus,c72,2005,.3045996,.026864,5489.474,143.2
fra,c73t74,2000,.0258191,1.507533,34197.66,58.858
can,c27,1995,.1035155,1.24874,34929.9,29.263
ind,c75,2008,.047396,0,805.5861,1162
cze,c40t41,2008,.0228934,2.475258,13323.08,10.343
deu,c80,2000,.0100231,.4509473,35470.16,82.26
grc,c60t63,2005,.0416306,4.755,20901.11,11.074
idn,c25,1995,.2187577,2.257054,1369.773,194.755
tha,c65t67,2011,.0556198,.1328858,2766.188,67.638
esp,c01t05,1995,.0432121,1.60928,25309.04,39.388
can,c80,2011,.2270879,2.103527,34929.9,34.303
prt,c31,2000,.0149709,1.79951,18446.16,10.29
ind,c29,2011,.0362919,.3860494,805.5861,1210.98
tha,c21t22,2005,.0224211,.4875733,2766.188,65.152
cri,c40t41,2000,.114754,.9191701,4922.468,3.81
sgp,c29,2011,.0009962,.6506339,29983.94,5.184
tur,c29,2011,.0354799,.9361416,7122.406,74.224
jpn,c75,1995,.0009482,.0004234,35227.1,125.456
cyp,c70,2005,.0069772,18.87502,23856.62,.744
